title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
더 라이프 코치,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,조쉬 스톨버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 라잉 게임 시즌1,드라마,상영 시간 정보 없음,상영등급 정보 없음,프레드 거버,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 라잉 게임 시즌2,드라마,상영 시간 정보 없음,상영등급 정보 없음,알렉산드라 산도스,연출작 개수 중앙값 미만,연기자 없음,범작
더 라자루스 페이퍼스,액션,러닝 타임 중앙값 미만,15세 관람가,제레미아 헌들리,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,졸작
더 라켓 보이스,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,브랜던 윌러,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 락-어파이어 익스폴루션,다큐멘터리,러닝 타임 중앙값 미만,상영등급 정보 없음,브렛 위트콤,연출작 개수 중앙값 미만,연기자 없음,범작
더 락키드 도어,미스터리,러닝 타임 중앙값 미만,상영등급 정보 없음,조지 피츠모리스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 랑데부,액션,러닝 타임 중앙값 미만,상영등급 정보 없음,아민 마탈카,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 래핑 마스크,공포,상영 시간 정보 없음,상영등급 정보 없음,마이클 아기아르,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,졸작
더 랙,드라마,러닝 타임 중앙값 이상,NR,아놀드 라벤,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 랜드 비욘드 더 선셋,드라마,러닝 타임 중앙값 미만,상영등급 정보 없음,하롤드 쇼,연출작 개수 중앙값 미만,연기자 없음,범작
더 랜드 오브 EB,드라마,러닝 타임 중앙값 미만,상영등급 정보 없음,앤드류 윌리암슨,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 랜드 오브 스테디 해비츠,코미디,러닝 타임 중앙값 이상,상영등급 정보 없음,니콜 홀로프세너,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 랜드 오브 하이 마운틴스,다큐멘터리,러닝 타임 중앙값 이상,상영등급 정보 없음,윌 에이지,연출작 개수 중앙값 미만,연기자 없음,범작
더 랜치,코미디,상영 시간 정보 없음,상영등급 정보 없음,수잔 세이들만,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 랜치,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,애쉬튼 커쳐,연출작 개수 중앙값 이상,연기자 없음,범작
더 랜치 시즌2,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,애쉬튼 커쳐,연출작 개수 중앙값 이상,연기자 없음,범작
더 랠리 투 리스토어 새너티 앤드/오어 피어,코미디,상영 시간 정보 없음,상영등급 정보 없음,척 오닐,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 램프,드라마,러닝 타임 중앙값 이상,상영등급 정보 없음,트레이시 트로스트,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 랭귀지 오브 볼,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,레이먼 로드리게즈,연출작 개수 중앙값 이상,연기자 없음,범작
더 러닝 트리,장르 정보 없음,상영 시간 정보 없음,전체 관람가,고든 파크스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 러브 인사이드,드라마,러닝 타임 중앙값 미만,상영등급 정보 없음,앤디 어빈,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 러빙 스토리,다큐멘터리,러닝 타임 중앙값 미만,상영등급 정보 없음,낸시 부이르스키,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 러셀 걸,드라마,상영 시간 정보 없음,상영등급 정보 없음,제프 브레크너,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 러시 아워,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,E. 메이슨 호퍼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 러킹 맨,드라마,러닝 타임 중앙값 미만,상영등급 정보 없음,젠 페이지,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 러프 하우스,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,로스코 패티 아벅클,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 럭비 플레이어,다큐멘터리,러닝 타임 중앙값 미만,상영등급 정보 없음,스캇 그라체프,연출작 개수 중앙값 미만,연기자 없음,명작
더 럭키 맨,액션,러닝 타임 중앙값 이상,상영등급 정보 없음,노먼 그레고리 맥과이어,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 럭키 원,드라마,러닝 타임 중앙값 이상,상영등급 정보 없음,스콧 힉스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 럼퍼버츠,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,마크 브레너,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레거시 오브 어 화이트테일 디어 헌터,코미디,상영 시간 정보 없음,상영등급 정보 없음,조디 힐,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 레드 퀸,스릴러,러닝 타임 중앙값 이상,상영등급 정보 없음,데이빗 카렌,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레드 텐트,모험,상영 시간 정보 없음,상영등급 정보 없음,미니 드라이버,연출작 개수 중앙값 이상,연기자 없음,범작
더 레드우드 매서커,판타지,러닝 타임 중앙값 미만,청소년 관람불가,데이빗 리안 케이스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,졸작
더 레드헤드 프롬 와이오밍,서부,러닝 타임 중앙값 미만,상영등급 정보 없음,리 쇼렘,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 레몬 시스터스,코미디,러닝 타임 중앙값 이상,12세 관람가,조이스 초프라,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 레볼루셔너리 옵티미스트,다큐멘터리,러닝 타임 중앙값 이상,상영등급 정보 없음,마렌 M. 몬슨,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
더 레스큐 리스트,다큐멘터리,러닝 타임 중앙값 미만,상영등급 정보 없음,엘리사 피델,연출작 개수 중앙값 미만,연기자 없음,범작
더 레이디 인 퀘스천,미스터리,상영 시간 정보 없음,상영등급 정보 없음,조이스 초프라,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 레이디스 오브 더 하우스,공포,러닝 타임 중앙값 이상,상영등급 정보 없음,존 스튜어트 와일드만,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,졸작
더 레이스,코미디,러닝 타임 중앙값 미만,15세 관람가,롭 쉴러,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,졸작
더 레이스 투 알래스카,다큐멘터리,러닝 타임 중앙값 이상,상영등급 정보 없음,잭 카버,연출작 개수 중앙값 미만,연기자 없음,명작
더 레이오버,코미디,러닝 타임 중앙값 미만,15세 관람가,윌리암 H. 머시,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,졸작
더 레이오버,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,애슐리 코너,연출작 개수 중앙값 미만,연기자 없음,졸작
더 레이첼 매드도우 쇼,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,크리스 바렛,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레이크,공포,러닝 타임 중앙값 미만,청소년 관람불가,토니 워시,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,졸작
더 레이크 이펙트,코미디,상영 시간 정보 없음,상영등급 정보 없음,타라 밀레,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레이킹,공포,러닝 타임 중앙값 이상,상영등급 정보 없음,브라이언 브루어,연출작 개수 중앙값 미만,연기자 없음,졸작
더 레이트 레이트 쇼 위드 크레이그 킬본,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,브라이언 맥아룬,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레이트 레이트 쇼 위드 크레이그 퍼거슨,코미디,상영 시간 정보 없음,상영등급 정보 없음,브라이언 맥아룬,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
더 레이트 쇼 위드 스티븐 콜버트,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,짐 호스킨슨,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레인보우 익스페리먼트,드라마,러닝 타임 중앙값 이상,상영등급 정보 없음,크리스티나 칼라스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 레인스 케임,모험,러닝 타임 중앙값 이상,상영등급 정보 없음,클라렌스 브라운,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 레일 라이더,드라마,상영 시간 정보 없음,상영등급 정보 없음,모리스 투르뇌,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,졸작
더 레전드 오브 다크호스 카운티,스릴러,러닝 타임 중앙값 이상,상영등급 정보 없음,숀 웰링,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 레전드 오브 더 보이 앤 더 이글,모험,러닝 타임 중앙값 미만,상영등급 정보 없음,잭 쿠퍼,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
더 레전드 오브 빌리 진,액션,러닝 타임 중앙값 이상,12세 관람가,매튜 로빈스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 레전드 오브 사일런트 나잇,드라마,상영 시간 정보 없음,상영등급 정보 없음,다니엘 만,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 레전드 오브 핼로디거,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,테리 길리암,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 레터 라이터,가족,상영 시간 정보 없음,상영등급 정보 없음,크리스티안 부이사,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 렝스,코미디,러닝 타임 중앙값 이상,상영등급 정보 없음,티모시 라이언 드리스콜,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 로드 오브 카탄,코미디,러닝 타임 중앙값 미만,상영등급 정보 없음,스튜어트 C. 폴,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 로드 위드인,코미디,러닝 타임 중앙값 이상,15세 관람가,그렌 웰스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,범작
더 로드 투 ACL,다큐멘터리,상영 시간 정보 없음,상영등급 정보 없음,앤드류 샙터,연출작 개수 중앙값 미만,연기자 없음,범작
더 로드 투 글로리,드라마,러닝 타임 중앙값 이상,상영등급 정보 없음,하워드 혹스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 로드 투 글로리,드라마,러닝 타임 중앙값 이상,상영등급 정보 없음,하워드 혹스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 로드 투 마그나산티,다큐멘터리,러닝 타임 중앙값 미만,상영등급 정보 없음,존 윌슨,연출작 개수 중앙값 미만,연기자 없음,범작
더 로드 홈,코미디,상영 시간 정보 없음,상영등급 정보 없음,자레드 드레이크,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,범작
더 로맨틱,코미디,러닝 타임 중앙값 이상,15세 관람가,갈트 니더호퍼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,범작
더 로스 오브 티어드롭 다이아몬드,드라마,러닝 타임 중앙값 이상,12세 관람가,조디 마켈,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,범작
더 로스트 메달리온: 더 어드벤쳐 오브 빌리 스톤,모험,러닝 타임 중앙값 이상,전체 관람가,빌 뮈어,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,졸작
