,title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
1111,홀리데이,범죄,120분,청소년 관람불가,양윤호,21개,35개,평점 중앙값 이상의 작품
1112,콜레트,드라마,112분,15세 관람가,워시 웨스트모어랜드,8개,50개,평점 중앙값 이상의 작품
1113,버니드롭,드라마,114분,전체 관람가,다나카 히로유키,27개,48개,평점 중앙값 이상의 작품
1114,가을의 전설,드라마,133분,15세 관람가,에드워드 즈윅,25개,90개,평점 중앙값 이상의 작품
1115,캡틴 아메리카: 시빌 워,액션,147분,12세 관람가,안소니 루소,15개,36개,평점 중앙값 이상의 작품
1116,용의자 X의 헌신,범죄,128분,12세 관람가,니시타니 히로시,21개,27개,평점 중앙값 이상의 작품
1117,페인티드 베일,멜로/로맨스,124분,15세 관람가,존 커랜,11개,75개,평점 중앙값 이상의 작품
1118,건축학개론,멜로/로맨스,118분,12세 관람가,이용주,5개,38개,평점 중앙값 이상의 작품
1119,화이트 칙스,코미디,108분,15세 관람가,키넌 아이버리 웨이언스,14개,11개,평점 중앙값 이상의 작품
1120,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,애니메이션,63분,전체 관람가,제이미 밋첼,11개,35개,평점 중앙값 이상의 작품
1121,브리짓 존스의 일기,드라마,97분,15세 관람가,샤론 맥과이어,3개,43개,평점 중앙값 이상의 작품
1122,김광석,다큐멘터리,82분,15세 관람가,이상호,5개,1개,평점 중앙값 이상의 작품
1123,래더 49,액션,114분,12세 관람가,제이 러셀,7개,37개,평점 중앙값 이상의 작품
1124,"무현, 두 도시 이야기",다큐멘터리,124분,15세 관람가,전인환,8개,4개,평점 중앙값 이상의 작품
1125,퓨리,액션,134분,15세 관람가,데이비드 에이어,16개,90개,평점 중앙값 이상의 작품
1126,플로리다 프로젝트,드라마,111분,15세 관람가,션 베이커,7개,117개,평점 중앙값 이상의 작품
1127,영원한 여름,드라마,96분,청소년 관람불가,레스티 첸,10개,12개,평점 중앙값 이상의 작품
1128,코알라 키드 : 영웅의 탄생,애니메이션,85분,전체 관람가,이경호,6개,6개,평점 중앙값 이상의 작품
1129,유주얼 서스펙트,범죄,106분,청소년 관람불가,브라이언 싱어,25개,64개,평점 중앙값 이상의 작품
1130,하늘이 보내준 딸,가족,115분,전체 관람가,A.L. 비자이,4개,7개,평점 중앙값 이상의 작품
1131,몬스터,범죄,111분,청소년 관람불가,패티 젠킨스,8개,58개,평점 중앙값 이상의 작품
1132,세븐,범죄,127분,청소년 관람불가,데이빗 핀처,28개,90개,평점 중앙값 이상의 작품
1133,줄리 & 줄리아,드라마,122분,12세 관람가,노라 애프론,17개,79개,평점 중앙값 이상의 작품
1134,판타스틱 Mr. 폭스,애니메이션,87분,전체 관람가,웨스 앤더슨,19개,80개,평점 중앙값 이상의 작품
1135,조커,스릴러,123분,15세 관람가,토드 필립스,18개,37개,평점 중앙값 이상의 작품
1136,투모로우,액션,123분,12세 관람가,롤랜드 에머리히,23개,81개,평점 중앙값 이상의 작품
1137,잠수종과 나비,드라마,111분,12세 관람가,줄리안 슈나벨,10개,77개,평점 중앙값 이상의 작품
1138,미래를 걷는 소녀,멜로/로맨스,98분,전체 관람가,코나카 카즈야,17개,48개,평점 중앙값 이상의 작품
1139,명탐정 코난:수평선상의 음모,애니메이션,107분,12세 관람가,야마모토 야스이치로,14개,47개,평점 중앙값 이상의 작품
1140,말리와 나,코미디,115분,12세 관람가,데이빗 프랭클,16개,61개,평점 중앙값 이상의 작품
1141,항거:유관순 이야기,드라마,105분,12세 관람가,조민호,13개,24개,평점 중앙값 이상의 작품
1142,소녀X소녀,드라마,80분,12세 관람가,박동훈,12개,24개,평점 중앙값 이상의 작품
1143,국가대표2,드라마,126분,12세 관람가,김종현,8개,23개,평점 중앙값 이상의 작품
1144,늑대소년,멜로/로맨스,125분,15세 관람가,조성희,10개,21개,평점 중앙값 이상의 작품
1145,워크래프트: 전쟁의 서막,액션,122분,12세 관람가,던칸 존스,5개,19개,평점 중앙값 이상의 작품
1146,어린왕자,애니메이션,106분,전체 관람가,마크 오스본,7개,76개,평점 중앙값 이상의 작품
1147,키싱 부스 2,코미디,130분,15세 관람가,빈스 마르셀로,6개,35개,평점 중앙값 이상의 작품
1148,포 미니츠,드라마,114분,12세 관람가,크리스 크라우스,6개,7개,평점 중앙값 이상의 작품
1149,송 포 유,코미디,93분,12세 관람가,폴 앤드류 윌리엄스,13개,58개,평점 중앙값 이상의 작품
1150,극장판 도라에몽: 진구의 마계 대모험 7인의 마법사,모험,115분,전체 관람가,테라모토 유키요,5개,19개,평점 중앙값 이상의 작품
1151,"지금, 이대로가 좋아요",드라마,90분,15세 관람가,부지영,20개,43개,평점 중앙값 이상의 작품
1152,썸머 워즈,애니메이션,113분,전체 관람가,호소다 마모루,11개,45개,평점 중앙값 이상의 작품
1153,리틀 러너,코미디,97분,12세 관람가,마이클 맥고완,6개,11개,평점 중앙값 이상의 작품
1154,브로크백 마운틴,드라마,134분,15세 관람가,이안,22개,45개,평점 중앙값 이상의 작품
1155,프로포즈,코미디,107분,15세 관람가,앤 플레쳐,18개,58개,평점 중앙값 이상의 작품
1156,매트릭스 3 - 레볼루션,SF,128분,15세 관람가,릴리 워쇼스키,14개,83개,평점 중앙값 이상의 작품
1157,행복한 사전,드라마,133분,전체 관람가,이시이 유야,15개,54개,평점 중앙값 이상의 작품
1158,범죄와의 전쟁 : 나쁜놈들 전성시대,범죄,133분,청소년 관람불가,윤종빈,16개,47개,평점 중앙값 이상의 작품
1159,스텝 업 2 - 더 스트리트,드라마,97분,12세 관람가,존 추,18개,20개,평점 중앙값 이상의 작품
1160,아포칼립토,액션,137분,청소년 관람불가,멜 깁슨,65개,4개,평점 중앙값 이상의 작품
1161,걸어도 걸어도,가족,114분,전체 관람가,고레에다 히로카즈,31개,52개,평점 중앙값 이상의 작품
1162,69세,드라마,100분,15세 관람가,임선애,55개,44개,평점 중앙값 이상의 작품
1163,안나,액션,119분,15세 관람가,뤽 베송,92개,1개,평점 중앙값 이상의 작품
1164,괴물,모험,119분,12세 관람가,봉준호,33개,41개,평점 중앙값 이상의 작품
1165,안경,코미디,106분,전체 관람가,오기가미 나오코,9개,25개,평점 중앙값 이상의 작품
1166,트로이,액션,196분,청소년 관람불가,볼프강 페터젠,14개,90개,평점 중앙값 이상의 작품
1167,토탈 이클립스,드라마,111분,청소년 관람불가,아그네츠카 홀란드,34개,58개,평점 중앙값 이상의 작품
1168,꽃피는 봄이 오면,멜로/로맨스,128분,12세 관람가,류장하,10개,47개,평점 중앙값 이상의 작품
1169,로드 오브 워,범죄,118분,15세 관람가,앤드류 니콜,11개,108개,평점 중앙값 이상의 작품
1170,디 아워스,드라마,114분,12세 관람가,스티븐 달드리,11개,79개,평점 중앙값 이상의 작품
1171,와니와 준하,멜로/로맨스,114분,15세 관람가,김용균,14개,33개,평점 중앙값 이상의 작품
1172,사랑은 너무 복잡해,코미디,120분,청소년 관람불가,낸시 마이어스,16개,79개,평점 중앙값 이상의 작품
1173,더 플랜,다큐멘터리,102분,15세 관람가,최진성,26개,4개,평점 중앙값 이상의 작품
1174,서유기 : 모험의 시작,코미디,110분,12세 관람가,주성치,72개,87개,평점 중앙값 이상의 작품
1175,그랑블루,드라마,168분,15세 관람가,뤽 베송,92개,69개,평점 중앙값 이상의 작품
1176,언싱커블,드라마,97분,청소년 관람불가,그레고 조던,7개,151개,평점 중앙값 이상의 작품
1177,수상한 고객들,코미디,124분,15세 관람가,조진모,3개,40개,평점 중앙값 이상의 작품
1178,친구,범죄,115분,청소년 관람불가,곽경택,28개,45개,평점 중앙값 이상의 작품
1179,페이스 오브 러브,드라마,92분,15세 관람가,아리 포신,3개,40개,평점 중앙값 이상의 작품
1180,날아라 허동구,가족,96분,전체 관람가,박규태,8개,55개,평점 중앙값 이상의 작품
1181,우리들과 경찰아저씨의 700일 전쟁,코미디,110분,12세 관람가,츠카모토 렌페이,20개,38개,평점 중앙값 이상의 작품
1182,어바웃 슈미트,드라마,125분,12세 관람가,알렉산더 페인,26개,57개,평점 중앙값 이상의 작품
1183,쿵푸팬더3,애니메이션,95분,전체 관람가,여인영,4개,70개,평점 중앙값 이상의 작품
1184,도쿄 타워,드라마,141분,12세 관람가,마츠오카 조지,11개,82개,평점 중앙값 이상의 작품
1185,앤트맨과 와스프,액션,118분,12세 관람가,페이튼 리드,10개,68개,평점 중앙값 이상의 작품
1186,범죄의 여왕,스릴러,103분,15세 관람가,이요섭,7개,36개,평점 중앙값 이상의 작품
1187,작전,범죄,119분,15세 관람가,이호재,3개,20개,평점 중앙값 이상의 작품
1188,킹덤 오브 헤븐,액션,144분,15세 관람가,리들리 스콧,76개,35개,평점 중앙값 이상의 작품
1189,프란츠,드라마,113분,12세 관람가,프랑소와 오종,31개,17개,평점 중앙값 이상의 작품
1190,세자매,드라마,115분,15세 관람가,이승원,6개,55개,평점 중앙값 이상의 작품
1191,새미의 어드벤쳐 2,애니메이션,92분,전체 관람가,벤 스타센,14개,10개,평점 중앙값 이상의 작품
1192,패션 오브 크라이스트,드라마,125분,15세 관람가,멜 깁슨,65개,40개,평점 중앙값 이상의 작품
1193,주먹왕 랄프 2: 인터넷 속으로,애니메이션,112분,전체 관람가,필 존스턴,6개,71개,평점 중앙값 이상의 작품
1194,레터스 투 줄리엣,멜로/로맨스,105분,12세 관람가,게리 위닉,23개,51개,평점 중앙값 이상의 작품
1195,빠삐용,범죄,133분,15세 관람가,마이클 노어,7개,23개,평점 중앙값 이상의 작품
1196,해피 피트,가족,108분,전체 관람가,조지 밀러,16개,84개,평점 중앙값 이상의 작품
1197,나니아 연대기 - 캐스피언 왕자,판타지,145분,전체 관람가,앤드류 애덤슨,11개,16개,평점 중앙값 이상의 작품
1198,뽀로로 극장판 슈퍼썰매 대모험,애니메이션,77분,전체 관람가,박영균,2개,24개,평점 중앙값 이상의 작품
1199,베스트 오퍼,범죄,131분,15세 관람가,쥬세페 토르나토레,19개,48개,평점 중앙값 이상의 작품
1200,플라이,공포,100분,청소년 관람불가,데이빗 크로넨버그,41개,79개,평점 중앙값 이상의 작품
1201,라라랜드,드라마,127분,12세 관람가,데이미언 셔젤,11개,30개,평점 중앙값 이상의 작품
1202,서바이벌 패밀리,코미디,117분,전체 관람가,야구치 시노부,17개,107개,평점 중앙값 이상의 작품
1203,서극의 칼,액션,105분,15세 관람가,서극,92개,35개,평점 중앙값 이상의 작품
1204,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,애니메이션,103분,전체 관람가,하시모토 마사카즈,7개,38개,평점 중앙값 이상의 작품
1205,천국의 우편배달부,판타지,107분,전체 관람가,이형민,13개,14개,평점 중앙값 이상의 작품
1206,카트,드라마,104분,12세 관람가,부지영,20개,61개,평점 중앙값 이상의 작품
1207,엑소시스트,공포,132분,15세 관람가,윌리엄 프리드킨,33개,85개,평점 중앙값 이상의 작품
1208,런던시계탑 밑에서 사랑을 찾을 확률,코미디,88분,15세 관람가,벤 팔머,3개,47개,평점 중앙값 이상의 작품
1209,국화꽃 향기,드라마,97분,15세 관람가,이정욱,15개,14개,평점 중앙값 이상의 작품
1210,파닥파닥,애니메이션,78분,12세 관람가,이대희,3개,54개,평점 중앙값 이상의 작품
1211,노스 컨츄리,드라마,126분,15세 관람가,니키 카로,8개,58개,평점 중앙값 이상의 작품
1212,완벽한 타인,드라마,115분,15세 관람가,이재규,11개,65개,평점 중앙값 이상의 작품
1213,고양이의 보은,애니메이션,75분,전체 관람가,모리타 히로유키,2개,47개,평점 중앙값 이상의 작품
1214,캐롤,드라마,118분,청소년 관람불가,토드 헤인즈,20개,64개,평점 중앙값 이상의 작품
1215,명탐정 코난: 11번째 스트라이커,애니메이션,110분,12세 관람가,시즈노 코분,15개,47개,평점 중앙값 이상의 작품
1216,퐁네프의 연인들,멜로/로맨스,125분,청소년 관람불가,레오 까락스,14개,63개,평점 중앙값 이상의 작품
1217,배드 지니어스,스릴러,130분,15세 관람가,나타우트 폰피리야,3개,3개,평점 중앙값 이상의 작품
1218,다우트,드라마,104분,15세 관람가,존 패트릭 샌리,10개,79개,평점 중앙값 이상의 작품
1219,"안녕,헤이즐",드라마,125분,12세 관람가,조쉬 분,4개,26개,평점 중앙값 이상의 작품
1220,캐쉬백,코미디,101분,청소년 관람불가,숀 엘리스,10개,10개,평점 중앙값 이상의 작품
1221,진주만,전쟁,177분,12세 관람가,마이클 베이,41개,70개,평점 중앙값 이상의 작품
1222,창,드라마,105분,청소년 관람불가,임권택,113개,46개,평점 중앙값 이상의 작품
1223,태풍이 지나가고,드라마,117분,12세 관람가,고레에다 히로카즈,31개,93개,평점 중앙값 이상의 작품
1224,공주와 개구리,애니메이션,98분,전체 관람가,론 클레멘츠,10개,19개,평점 중앙값 이상의 작품
1225,지구,다큐멘터리,90분,전체 관람가,알래스테어 포더길,10개,76개,평점 중앙값 이상의 작품
1226,앤트맨,액션,117분,12세 관람가,페이튼 리드,10개,68개,평점 중앙값 이상의 작품
